--- NEW SESSION ---
109022,0.04,0.02,1.01,0.06,-0.98,0.43
109032,0.04,-0.00,1.01,0.49,-0.85,-0.31
109043,0.05,-0.00,1.01,0.61,0.61,1.04
109054,0.05,0.00,1.00,0.18,-1.16,0.43
109065,0.05,-0.00,1.00,0.31,-0.85,1.89
109076,0.05,0.01,1.00,-0.06,-1.71,-0.61
109087,0.05,-0.00,1.00,0.00,0.24,0.73
109097,0.05,0.02,1.02,0.12,-0.31,0.92
109108,0.05,-0.00,1.00,0.12,-1.65,-0.12
109119,0.03,0.00,1.00,0.00,-0.61,0.31
109132,0.05,-0.00,1.01,0.12,-0.37,-0.55
109142,0.06,0.01,1.02,0.73,0.43,1.22
109153,0.05,0.01,1.01,0.43,0.24,1.71
109164,0.05,0.01,1.00,0.24,-0.31,0.06
109175,0.05,-0.00,1.02,0.06,-0.43,0.98
109185,0.05,0.00,1.01,0.73,0.12,1.10
109196,0.04,0.01,1.00,0.49,-1.28,0.43
109207,0.05,-0.00,1.02,0.55,-1.34,-1.28
109218,0.04,0.00,1.00,0.31,0.06,0.24
109229,0.03,0.01,1.02,0.49,-0.79,0.67
109239,0.05,0.01,1.02,-0.18,-1.22,-0.49
109250,0.03,0.00,1.00,0.24,-0.98,0.67
109261,0.05,0.01,0.99,0.73,0.79,0.18
109274,0.05,-0.01,1.00,0.43,-0.43,0.73
109284,0.05,-0.01,0.99,0.18,-1.46,0.00
109295,0.05,0.02,1.02,0.85,-0.85,0.55
109306,0.04,0.01,1.02,0.73,-0.31,0.49
109317,0.05,-0.00,1.01,-0.43,-1.22,0.49
109328,0.04,-0.01,1.01,0.31,-0.18,0.79
109338,0.05,-0.00,1.00,0.49,-0.73,0.24
109349,0.05,0.01,1.01,0.18,0.18,0.92
109360,0.05,0.01,1.01,0.49,-0.55,0.06
109371,0.04,-0.00,1.00,0.24,0.43,0.73
109381,0.03,-0.01,1.01,1.22,-0.12,0.49
109392,0.03,0.01,1.00,0.31,0.12,0.61
109440,0.07,0.00,1.00,0.73,-0.67,0.55
109451,0.05,0.02,1.00,0.43,-1.16,-0.37
109463,0.04,0.01,1.01,0.37,-0.98,-0.43
109474,0.05,0.01,0.99,0.43,0.12,0.12
109485,0.05,0.00,1.02,0.43,-1.16,0.55
109496,0.05,-0.01,1.02,-0.24,-0.24,0.55
109507,0.05,0.01,1.00,0.18,-2.01,0.31
109517,0.04,0.00,1.02,-0.43,-0.55,1.34
109528,0.04,0.01,1.02,0.37,-0.49,0.24
109539,0.03,0.00,1.00,-0.06,-0.79,0.18
109550,0.04,0.01,1.03,0.06,-1.40,-0.12
109560,0.04,0.00,1.01,0.49,-0.73,0.49
109571,0.04,0.01,1.01,0.61,-0.85,-0.12
109582,0.05,0.01,1.02,0.92,-0.92,0.31
109593,0.05,0.00,1.01,-0.06,-0.61,0.06
109605,0.03,-0.00,1.01,0.73,-0.85,1.34
109616,0.04,-0.00,1.00,0.12,-0.98,-0.55
109627,0.03,0.01,1.00,-0.06,-1.89,-0.49
109638,0.05,-0.01,1.01,0.00,-0.98,-0.85
109649,0.03,-0.01,1.02,0.18,-2.01,-1.22
109659,0.05,-0.00,1.02,0.31,-0.24,0.49
109670,0.05,0.00,1.00,-0.06,-0.31,0.55
109681,0.05,0.01,1.00,0.61,-1.83,-0.12
109692,0.04,-0.00,1.02,0.49,-1.16,-0.18
109703,0.05,-0.00,1.01,0.06,-0.98,0.67
109713,0.03,0.03,1.01,-0.24,-0.79,0.49
109724,0.05,0.01,1.02,0.49,-0.06,0.49
109735,0.04,-0.00,1.01,0.79,-1.77,0.12
109747,0.05,0.01,0.99,0.43,-0.12,1.10
109758,0.04,-0.00,1.00,0.37,-0.55,0.12
109769,0.04,-0.01,1.01,0.31,-1.16,0.24
109780,0.04,0.00,1.00,0.31,-0.49,-0.06
109791,0.04,0.01,1.01,0.18,-0.43,0.55
109801,0.04,0.00,1.01,0.49,-1.04,-0.92
109812,0.04,-0.01,1.00,0.06,-1.40,0.73
109823,0.04,0.00,1.00,0.49,-1.40,0.61
109834,0.04,0.00,1.02,0.85,-0.43,0.18
109845,0.04,0.01,1.02,0.85,-1.04,-0.55
109856,0.04,-0.01,1.00,0.73,-0.49,-0.61
109866,0.05,0.01,1.00,0.37,-1.04,-0.37
109877,0.05,0.00,1.01,0.49,-1.28,-1.65
109890,0.04,0.00,1.01,0.18,-1.04,-0.37
109901,0.04,0.01,1.00,0.73,-0.12,0.43
109911,0.05,0.02,1.01,0.67,-0.55,0.31
109922,0.04,-0.00,1.01,0.79,-0.73,0.12
109933,0.05,0.01,1.02,0.43,-0.18,-0.06
109944,0.04,-0.01,1.02,0.00,-0.31,-0.06
109955,0.04,-0.01,1.03,0.85,-0.43,0.67
109965,0.05,-0.00,1.03,-0.06,0.12,0.37
109976,0.04,0.00,1.02,0.37,-0.49,0.79
109987,0.03,-0.01,1.01,0.61,-0.49,0.43
109998,0.05,0.00,1.01,0.12,0.24,1.10
110009,0.03,-0.00,1.01,0.37,-1.04,1.04
110020,0.04,-0.00,1.00,0.43,-1.16,1.16
110032,0.04,0.00,1.02,0.37,-1.16,-0.43
110043,0.03,-0.01,1.01,0.43,-0.49,0.98
110054,0.04,0.00,1.02,0.12,-0.98,0.31
110065,0.04,-0.00,1.01,0.12,-1.04,-0.12
110076,0.05,0.01,1.01,0.24,-1.46,-0.24
110086,0.05,0.01,1.00,0.61,-0.49,0.98
110097,0.04,-0.00,1.02,0.55,-0.43,0.79
110108,0.04,-0.00,1.01,0.61,-0.85,0.55
110119,0.05,-0.00,1.02,0.43,0.37,0.98
110130,0.04,-0.01,1.02,0.31,0.43,1.16
110140,0.05,0.01,1.02,0.18,0.43,0.43
110151,0.05,0.00,1.00,0.61,-1.28,-0.37
110162,0.05,0.01,1.01,0.06,-0.43,0.55
110173,0.04,-0.00,1.01,-0.18,-1.40,-0.24
110186,0.05,-0.01,1.03,0.92,-0.61,-0.12
110196,0.04,0.00,1.01,0.12,-0.79,0.73
110207,0.05,-0.00,1.01,0.12,0.49,0.73
110218,0.05,0.02,1.02,0.55,-1.53,-0.24
110229,0.05,0.02,1.01,0.37,0.24,0.18
110240,0.05,0.03,1.00,0.31,-0.43,-0.24
110251,0.05,-0.01,1.01,0.37,-0.61,0.00
110261,0.03,0.02,1.01,-0.06,-1.04,0.67
110272,0.03,0.01,1.01,-0.18,-1.22,0.49
110283,0.06,0.01,1.03,0.49,-0.79,-0.18
110294,0.04,-0.01,1.00,0.24,-1.46,-0.12
110305,0.05,0.01,1.01,0.12,-1.16,1.16
110315,0.04,0.00,1.02,0.43,-0.79,1.28
110328,0.04,0.00,0.99,-0.24,-1.28,-0.06
110339,0.04,-0.00,1.03,0.31,-0.98,0.73
110350,0.04,0.01,1.02,0.37,-0.24,0.55
110360,0.05,-0.00,1.02,0.37,-0.92,-0.49
110371,0.03,0.00,1.03,0.00,-1.83,0.49
110382,0.05,0.01,1.02,0.18,-1.16,0.55
110393,0.05,0.01,1.01,0.55,-1.16,0.67
110404,0.03,0.01,1.02,0.55,-0.49,0.67
110415,0.04,0.00,1.01,-0.37,-1.28,0.73
110426,0.05,0.00,1.01,0.37,-0.79,0.24
110437,0.05,0.01,1.01,0.61,-1.28,0.43
110485,0.05,-0.00,1.02,0.49,0.37,0.31
110496,0.05,0.01,1.01,0.18,-0.79,1.16
110508,0.04,0.01,1.00,0.79,-0.24,0.18
110519,0.05,0.01,1.01,-0.06,-0.92,0.12
110530,0.05,-0.00,1.02,0.73,0.37,1.65
110541,0.05,0.02,1.00,-0.12,-1.89,-1.10
110551,0.04,0.01,1.00,0.73,-1.16,0.37
110562,0.05,0.00,1.01,0.67,-0.12,-0.31
110573,0.05,0.00,1.01,0.31,0.00,0.79
110584,0.06,0.00,1.01,0.67,-0.31,0.31
110595,0.05,0.01,1.00,0.49,0.31,0.61
110606,0.04,-0.01,1.00,0.43,-0.73,0.24
110616,0.05,-0.00,1.00,0.18,-0.49,1.10
110627,0.05,0.00,1.01,0.37,-0.31,1.04
110638,0.04,-0.01,1.01,-0.18,-0.79,-0.06
110649,0.03,0.01,1.01,0.31,-0.43,0.18
110659,0.05,-0.00,0.99,0.37,-0.55,0.79
110670,0.04,0.01,1.00,0.43,-0.67,-0.06
110681,0.05,0.00,1.00,0.06,-0.61,-0.37
110692,0.06,0.01,0.99,0.24,-0.61,0.49
110703,0.05,0.02,1.02,0.37,-1.04,0.55
110714,0.04,0.01,1.01,0.31,-0.12,0.67
110725,0.06,0.02,1.01,0.06,-0.43,0.98
110735,0.04,0.01,1.01,0.55,-0.79,0.55
110746,0.04,0.01,1.01,0.55,-0.12,0.49
110757,0.05,0.01,1.00,0.37,-0.67,-0.31
110768,0.03,0.00,1.01,0.49,-0.92,0.00
110779,0.06,0.01,1.01,0.24,-0.24,0.37
110790,0.05,-0.00,1.02,0.31,-1.46,-0.85
110802,0.03,0.01,1.01,0.00,0.24,1.95
110813,0.05,0.01,1.01,0.85,-1.71,0.06
110824,0.04,-0.01,1.01,0.24,0.24,1.16
110835,0.04,0.00,1.01,0.24,-0.06,0.18
110846,0.04,-0.01,1.01,0.12,0.00,0.85
110856,0.06,0.00,1.02,0.31,-1.04,0.00
110867,0.04,0.00,1.01,0.00,-0.79,-0.55
110878,0.05,0.00,1.02,0.61,-0.06,0.55
110889,0.05,0.00,1.01,0.73,0.18,0.06
110900,0.04,-0.00,1.01,0.55,0.06,0.55
110911,0.04,0.00,1.00,0.06,-0.55,0.92
110922,0.05,0.01,0.99,0.00,-0.06,0.49
110932,0.04,0.01,1.02,0.37,-0.79,0.43
110945,0.04,0.02,1.02,0.55,-0.92,0.67
110956,0.05,-0.00,1.02,0.18,-1.77,-0.24
110967,0.05,0.01,1.00,0.18,-1.65,-0.18
110978,0.05,0.01,1.01,0.49,0.18,0.24
110989,0.05,0.00,1.01,0.18,-0.67,0.61
111000,0.05,-0.00,1.00,0.61,-1.16,-0.31
111011,0.04,0.01,1.01,0.79,-1.04,-0.55
111021,0.04,0.01,1.00,0.18,-0.55,0.00
111033,0.05,0.01,1.02,-0.06,-1.46,-0.67
111043,0.05,0.01,1.01,-0.12,-1.04,0.31
111054,0.05,0.02,1.00,0.79,0.37,0.00
111065,0.04,0.01,1.02,0.00,-0.67,0.31
111076,0.06,0.01,1.01,0.92,-0.79,0.12
111098,0.04,-0.01,1.02,0.61,-0.37,-0.43
111111,0.05,0.01,1.01,0.31,-1.95,-0.18
111122,0.03,0.01,1.02,0.18,-0.12,0.43
111133,0.04,0.01,1.01,0.06,-1.34,0.18
111144,0.05,0.01,1.01,0.06,-0.79,0.73
111154,0.05,0.00,1.02,0.49,-1.16,-1.40
111165,0.06,0.03,1.01,0.73,-0.43,0.49
111176,0.04,-0.01,1.02,0.55,-0.24,0.61
111187,0.03,-0.02,1.02,0.31,-1.04,-0.12
111198,0.04,-0.01,1.01,0.12,0.24,1.65
111208,0.04,0.01,1.02,0.43,-0.31,0.49
111219,0.06,0.00,1.00,0.37,-0.85,0.73
111230,0.05,0.00,1.00,0.73,-1.04,0.73
111241,0.05,0.00,1.01,0.98,-0.31,0.92
111254,0.05,-0.01,1.01,0.24,-1.22,0.55
111264,0.04,0.00,1.01,0.43,-1.28,0.12
111275,0.04,0.02,0.99,0.24,-0.49,0.61
111286,0.04,0.02,1.01,0.73,-1.59,0.79
111297,0.05,0.01,1.01,0.37,-1.28,0.67
111308,0.04,-0.01,1.00,0.12,-1.59,-0.55
111318,0.05,0.00,1.01,0.55,-0.12,0.98
111329,0.04,0.01,1.00,0.12,-0.49,0.00
111340,0.05,-0.00,1.02,0.49,-1.22,-0.43
111351,0.04,-0.01,1.00,0.49,-1.46,0.31
111362,0.04,-0.00,1.00,0.06,-0.43,0.24
111373,0.03,0.01,1.00,0.24,-0.98,0.92
111383,0.05,0.01,1.02,0.55,-0.12,0.24
111396,0.03,0.01,1.02,0.67,-0.85,0.06
111407,0.04,0.00,1.01,0.85,-1.46,0.06
111418,0.04,-0.00,1.01,0.12,-0.79,0.49
111429,0.05,0.01,1.01,0.55,-0.92,0.55
111440,0.04,0.01,1.01,0.31,-0.55,0.00
111450,0.04,0.00,1.00,0.06,-1.16,1.10
111461,0.05,0.00,1.01,-0.18,-1.46,-0.37
111472,0.05,-0.01,1.01,0.12,-0.73,0.49
111483,0.03,0.02,1.00,0.06,-0.31,0.92
111494,0.06,0.00,1.01,0.12,-0.18,0.37
111504,0.05,-0.00,1.00,0.37,-0.24,1.34
111553,0.05,-0.00,1.02,0.43,-0.37,0.67
111563,0.05,-0.01,1.00,1.10,-1.59,0.12
111576,0.06,0.01,1.02,0.92,-1.04,-0.37
111587,0.04,0.01,1.01,0.18,-0.55,0.43
111598,0.04,0.00,1.02,0.06,-0.67,-0.37
111608,0.05,-0.00,1.02,0.43,-1.04,-0.18
111619,0.05,0.01,1.00,0.37,-0.79,-0.24
111630,0.05,0.02,1.01,0.00,-1.77,0.31
111641,0.05,0.01,1.01,0.37,-0.61,0.31
111652,0.04,0.00,1.01,0.18,-0.49,1.04
111663,0.05,0.00,1.00,0.37,0.06,0.67
111673,0.05,-0.01,1.00,0.43,-1.34,0.00
111684,0.04,0.01,1.01,0.55,-0.55,0.18
111695,0.05,0.00,1.03,0.61,-0.43,0.61
111706,0.05,0.02,1.00,0.00,-0.85,-0.18
111717,0.04,0.00,1.02,0.31,-0.12,-0.24
111729,0.04,0.00,1.02,0.24,-1.83,-0.85
111740,0.05,0.01,1.01,0.55,-0.43,0.85
111751,0.03,-0.00,1.01,1.10,-1.16,0.73
111762,0.05,-0.01,1.01,0.06,-0.55,0.31
111773,0.04,-0.02,1.01,0.43,-0.24,-0.49
111784,0.04,0.00,0.99,0.18,-0.31,0.31
111794,0.04,-0.01,1.02,0.00,-0.24,0.67
111805,0.03,0.00,1.01,0.67,-1.04,0.98
111816,0.06,0.01,1.01,0.37,-0.67,0.00
111827,0.06,0.01,1.01,0.06,-0.98,-0.18
111838,0.03,0.01,1.02,0.31,-0.49,1.34
111849,0.04,0.01,1.01,0.06,-0.61,-0.67
111859,0.04,0.00,1.02,0.18,-1.65,-0.12
111872,0.04,0.01,1.01,0.49,-1.34,0.49
111883,0.05,-0.00,1.01,0.43,-0.79,-0.55
111894,0.04,0.00,0.99,-0.06,-0.06,0.73
111904,0.05,0.00,1.00,0.18,-0.12,1.22
111915,0.04,-0.01,1.00,0.85,-0.85,-0.31
111926,0.04,0.00,1.00,-0.49,-2.32,-0.37
111937,0.04,0.00,1.01,0.43,-0.37,-0.24
111948,0.06,0.01,1.00,0.31,-0.49,0.67
111959,0.04,0.01,1.03,0.31,0.12,0.18
111969,0.04,0.01,1.02,-0.49,-0.12,1.40
111980,0.05,-0.01,1.02,0.37,-0.49,0.37
111991,0.05,0.01,1.01,0.73,-0.43,-0.61
112002,0.03,-0.00,1.00,0.18,-0.85,0.24
112015,0.04,0.00,1.01,0.12,-1.46,0.06
112025,0.05,0.00,1.00,0.67,-0.55,-0.24
112036,0.04,-0.00,1.00,0.18,-0.61,0.00
112047,0.04,-0.01,1.01,0.79,-1.04,-0.24
112058,0.04,-0.01,1.01,0.61,-0.98,0.85
112069,0.04,-0.00,1.03,0.67,-0.67,0.12
112080,0.04,0.01,1.00,0.55,-0.49,0.37
112091,0.05,0.01,1.02,0.92,-0.61,0.31
112101,0.03,0.01,1.01,0.18,-0.18,-0.37
112112,-0.03,-0.03,1.02,0.06,-0.61,1.34
112123,0.09,-0.08,1.01,0.18,0.18,-1.40
112134,0.03,0.03,1.01,-0.12,1.53,0.43
112145,0.01,0.00,0.97,0.18,-1.59,-0.12
112157,0.02,-0.01,1.04,-0.43,1.16,-0.37
112168,0.04,0.00,1.01,0.00,-0.06,0.55
112179,0.04,0.03,1.02,-0.12,-2.93,1.28
112190,0.04,-0.01,1.02,0.61,-1.40,1.04
112201,0.04,-0.01,1.03,1.46,-4.09,1.34
112212,0.06,0.01,1.01,0.24,-1.53,-0.06
112223,0.05,-0.01,1.01,-1.16,1.16,0.37
112233,0.04,0.00,1.00,-2.81,4.82,-0.61
112244,0.05,0.01,1.01,0.49,-1.65,-0.18
112255,0.04,0.01,1.01,0.37,0.43,-0.06
112266,0.04,-0.00,1.00,-0.06,-1.65,0.43
112277,0.04,0.01,1.01,0.18,0.37,1.40
112288,0.06,0.01,1.00,0.12,-0.06,1.59
112299,0.06,0.00,1.02,-0.55,-0.92,1.34
112311,0.04,0.01,0.99,0.12,0.18,0.49
112322,0.04,-0.01,1.03,0.12,0.92,-0.85
112333,0.04,0.01,1.00,0.73,-0.49,0.24
112344,0.05,-0.00,1.01,0.61,-1.28,0.00
112355,0.04,0.00,1.02,0.61,0.73,-0.06
112366,0.03,-0.00,1.01,0.24,-1.46,-1.10
112377,0.05,0.00,1.01,0.24,-0.79,-1.34
112387,0.06,0.02,1.01,0.31,-0.12,-0.24
112398,0.04,0.01,1.01,0.18,-0.18,0.73
112409,0.03,-0.01,1.02,0.37,-0.43,0.61
112420,0.05,0.01,1.02,0.06,-1.34,0.85
112431,0.03,0.00,1.01,1.22,-2.38,1.04
112442,0.05,0.00,1.02,1.65,-4.21,1.28
112454,0.07,0.02,1.04,1.46,-4.39,1.40
112465,0.05,0.01,1.01,1.10,-1.95,0.61
112476,0.07,0.00,1.00,0.55,-3.78,-0.31
112487,0.03,-0.00,1.02,0.49,-1.22,0.00
112498,0.05,0.01,0.98,0.43,-2.69,-0.61
112509,0.04,0.01,1.01,1.34,-0.24,0.98
112520,0.04,-0.02,1.02,0.31,0.24,0.61
112530,0.05,0.01,1.01,0.31,-1.83,1.16
112541,0.04,0.01,1.00,0.37,-2.20,-0.79
112552,0.05,0.01,1.01,0.79,-1.40,0.12
112563,0.05,-0.00,1.01,1.59,-1.65,1.46
112611,0.02,0.01,1.06,2.20,-2.99,0.24
112622,0.17,-0.01,1.02,52.00,0.12,8.30
112635,0.01,0.05,1.12,54.75,-10.99,-3.30
112645,0.03,-0.00,1.12,42.11,-98.02,-0.98
112656,0.22,0.01,1.03,49.50,-96.07,-18.80
112667,0.04,0.12,1.00,40.95,-88.20,-45.84
112678,0.03,0.06,0.96,38.15,-58.23,-26.55
112689,0.08,0.06,0.98,26.67,-35.16,-13.55
112700,0.14,0.02,1.08,13.98,-16.85,-6.71
112711,0.23,-0.03,1.17,4.21,-22.46,-14.71
112722,0.26,-0.10,1.23,-7.93,-31.13,-20.02
112732,0.30,-0.02,1.32,-25.63,-42.36,-19.29
112743,0.28,0.02,1.37,-35.40,-55.54,-13.12
112754,0.24,0.08,1.40,-38.02,-66.47,-7.45
112767,0.17,0.18,1.37,-37.29,-84.66,5.25
112778,0.13,0.25,1.33,-29.97,-98.75,10.93
112789,0.09,0.20,1.33,-21.18,-107.91,10.13
112799,0.10,0.11,1.34,-16.85,-112.73,4.58
112810,0.16,-0.03,1.40,-22.16,-110.05,-5.13
112821,0.22,-0.05,1.43,-41.26,-102.29,-14.71
112832,0.27,-0.02,1.44,-58.65,-93.75,-17.03
112843,0.37,0.01,1.44,-81.79,-84.23,-14.95
112854,0.47,0.09,1.40,-94.24,-84.96,-6.29
112865,0.63,0.05,1.41,-106.99,-92.53,-1.16
112876,0.61,0.11,1.40,-109.80,-104.92,-2.87
112886,0.46,0.22,1.26,-105.41,-130.00,11.11
112899,0.35,0.29,1.08,-97.60,-144.17,32.29
112910,0.23,0.25,0.96,-78.25,-148.56,51.76
112921,0.21,0.14,0.88,-68.54,-150.02,60.55
112932,0.18,-0.08,0.87,-56.52,-155.09,54.75
112943,0.15,-0.23,0.83,-60.12,-150.27,43.33
112953,0.13,-0.28,0.80,-70.98,-137.08,41.44
112964,0.12,-0.34,0.75,-94.30,-111.82,50.29
112975,0.24,-0.34,0.82,-117.00,-85.51,62.81
112986,0.39,-0.35,0.84,-126.89,-74.83,60.85
112997,0.60,-0.33,0.81,-140.99,-60.49,29.60
113008,0.59,-0.19,0.76,-161.38,-49.62,-9.89
113019,0.41,-0.07,0.72,-167.42,-46.20,-17.58
113031,0.28,0.12,0.51,-153.14,-43.88,9.03
113042,0.34,0.14,0.32,-125.24,-25.33,41.02
113053,0.41,0.03,0.40,-95.28,-18.43,54.87
113063,0.47,-0.12,0.48,-76.84,-32.71,47.91
113074,0.51,-0.32,0.60,-60.24,-60.30,31.86
113085,0.54,-0.48,0.67,-60.61,-78.37,26.00
113095,0.55,-0.51,0.68,-73.79,-81.60,34.67
113106,0.65,-0.44,0.77,-99.61,-66.04,42.60
113117,0.67,-0.43,0.77,-105.47,-51.51,34.42
113127,0.55,-0.45,0.74,-104.37,-40.89,12.21
113138,0.42,-0.48,0.65,-109.38,-44.13,-11.23
113149,0.33,-0.44,0.61,-115.36,-42.72,-15.56
113161,0.23,-0.34,0.47,-126.46,-35.40,-1.83
113172,0.30,-0.36,0.45,-121.03,-19.29,21.06
113183,0.36,-0.51,0.50,-98.69,-17.27,33.94
113194,0.45,-0.57,0.50,-90.88,-18.19,35.10
113205,0.50,-0.62,0.49,-104.25,-16.17,28.20
113215,0.47,-0.62,0.49,-117.25,-16.24,39.79
113226,0.54,-0.61,0.46,-121.15,-13.37,47.91
113237,0.64,-0.61,0.40,-128.91,0.24,47.06
113247,0.67,-0.59,0.39,-134.28,17.27,25.21
113258,0.61,-0.57,0.38,-135.38,19.59,11.90
113269,0.58,-0.55,0.39,-134.77,24.05,-6.16
113279,0.54,-0.47,0.34,-142.76,21.61,-13.12
113292,0.57,-0.39,0.27,-142.88,17.33,-1.77
113303,0.62,-0.44,0.27,-145.39,18.19,12.88
113314,0.62,-0.46,0.28,-146.85,29.48,39.86
113324,0.63,-0.51,0.28,-154.42,38.51,75.13
113335,0.61,-0.55,0.26,-157.17,39.12,99.43
113346,0.64,-0.58,0.21,-155.76,39.31,127.32
113357,0.66,-0.61,0.18,-151.73,43.33,136.66
113367,0.61,-0.68,0.11,-149.60,61.34,129.82
113378,0.47,-0.71,0.10,-147.09,67.75,125.73
113389,0.42,-0.72,0.06,-146.12,74.04,118.47
113400,0.41,-0.71,0.01,-142.46,83.86,113.65
113412,0.33,-0.64,-0.03,-133.67,81.42,108.70
113423,0.28,-0.61,-0.10,-120.36,70.98,107.91
113434,0.19,-0.59,-0.18,-104.98,58.78,121.15
113445,0.12,-0.53,-0.27,-86.36,55.11,138.37
113456,-0.00,-0.52,-0.37,-53.59,66.59,172.97
113467,0.04,-0.52,-0.39,-26.73,79.96,203.43
113477,0.08,-0.61,-0.35,5.13,91.00,196.72
113488,-0.00,-0.81,-0.07,51.33,92.22,158.02
113499,-0.08,-1.27,0.09,90.03,52.00,111.82
113510,-0.05,-1.45,0.29,87.83,11.41,61.16
113521,-0.04,-1.49,0.28,85.39,-51.03,-23.93
113532,-0.04,-1.28,0.18,75.32,-80.02,-72.57
113544,-0.14,-1.03,0.04,62.13,-73.55,-69.89
113555,-0.15,-0.96,-0.01,56.09,-53.71,-43.58
113566,-0.19,-0.89,-0.08,55.79,-26.67,7.20
113577,-0.16,-0.92,-0.12,66.89,9.46,53.77
113587,-0.14,-0.91,-0.08,79.10,30.76,65.73
113598,-0.02,-0.76,0.01,114.75,38.82,63.23
113609,0.01,-0.74,0.13,162.72,15.14,41.14
113657,-0.06,-1.05,0.64,259.83,-237.55,-207.09
113668,-0.13,-0.90,0.60,261.35,-248.66,-228.39
113679,-0.07,-0.90,0.53,255.07,-225.83,-222.47
113689,0.01,-0.93,0.44,232.12,-195.98,-217.53
113702,0.10,-0.75,0.50,183.78,-116.70,-205.81
113713,0.09,-0.50,0.49,161.32,-44.86,-201.66
113724,0.17,-0.32,0.52,161.56,1.46,-191.59
113734,0.31,-0.28,0.62,165.22,22.95,-182.19
113745,0.60,-0.26,0.78,167.97,27.28,-174.32
113756,0.93,-0.40,0.97,160.10,7.39,-170.53
113767,1.10,-0.49,1.05,151.79,-10.86,-170.84
113777,1.05,-0.52,1.11,122.86,-35.64,-149.48
113788,0.89,-0.48,0.99,86.36,-23.62,-114.69
113799,0.78,-0.41,0.93,55.05,-9.16,-103.88
113810,0.48,-0.18,0.83,37.54,10.62,-117.37
113821,0.28,-0.01,0.71,46.26,17.82,-122.38
113833,0.27,0.06,0.62,67.87,36.80,-114.26
113844,0.33,0.13,0.67,77.09,56.46,-103.33
113855,0.51,0.08,0.83,87.83,70.80,-96.19
113877,0.78,-0.12,1.17,104.13,41.14,-100.22
113888,0.85,-0.26,1.20,96.80,7.39,-103.64
113899,0.86,-0.28,1.16,68.54,-6.41,-96.68
113910,0.79,-0.28,1.08,46.94,-4.27,-84.84
