15020,-0.15,0.34,1.11,94.60,-17.70,118.22,87.27,-84.55,338.51
15030,-0.15,0.37,1.17,78.90,-29.42,118.54,96.27,-85.71,329.64
15040,-0.16,0.38,1.21,62.49,-41.91,119.21,113.61,-86.65,312.22
15050,-0.16,0.38,1.22,44.53,-53.97,119.03,140.46,-87.01,285.05
15060,-0.15,0.36,1.21,26.76,-65.58,117.28,166.14,-86.53,258.89
15070,-0.15,0.34,1.18,8.96,-74.68,112.49,-179.37,-85.57,243.74
15080,-0.14,0.33,1.15,-6.41,-79.69,105.41,-172.08,-84.56,235.74
15090,-0.14,0.31,1.12,-19.43,-82.16,95.82,-168.83,-83.60,231.76
15100,-0.14,0.30,1.10,-30.12,-86.10,86.82,-167.21,-82.54,229.40
15110,-0.13,0.27,1.07,-38.95,-95.91,81.29,-166.09,-81.14,227.51
15120,-0.11,0.23,1.04,-46.43,-110.86,78.41,-165.48,-79.36,226.12
15130,-0.10,0.20,1.00,-52.84,-130.60,78.28,-165.16,-77.17,225.00
15140,-0.09,0.17,0.94,-58.79,-155.11,81.78,-164.88,-74.52,223.86
15150,-0.09,0.14,0.88,-64.20,-177.82,86.14,-164.73,-71.69,222.81
15160,-0.08,0.11,0.81,-69.52,-196.96,90.16,-164.75,-68.81,221.87
15170,-0.06,0.08,0.74,-75.39,-212.39,93.15,-164.99,-65.92,221.06
15180,-0.05,0.05,0.67,-81.97,-223.38,95.39,-165.35,-63.10,220.26
15190,-0.03,0.02,0.61,-88.02,-231.01,96.26,-165.84,-60.35,219.56
15200,0.00,-0.01,0.53,-93.12,-233.27,96.88,-166.29,-57.80,218.78
15210,0.04,-0.03,0.47,-98.39,-232.87,97.99,-166.74,-55.35,217.90
15220,0.07,-0.06,0.40,-104.39,-229.26,100.27,-167.15,-53.04,216.85
15230,0.11,-0.09,0.34,-109.76,-220.86,101.70,-167.57,-51.02,215.75
15240,0.14,-0.13,0.29,-117.98,-207.88,101.70,-168.19,-49.31,214.64
15250,0.16,-0.16,0.25,-127.72,-195.92,100.84,-169.03,-47.70,213.58
15260,0.18,-0.18,0.21,-138.01,-185.14,100.70,-169.98,-46.16,212.46
15270,0.20,-0.19,0.18,-152.00,-172.42,102.60,-171.09,-44.82,211.15
15280,0.22,-0.20,0.17,-167.52,-160.14,105.88,-172.35,-43.59,209.70
15290,0.23,-0.20,0.18,-187.23,-151.69,113.15,-173.79,-42.29,207.93
15300,0.23,-0.19,0.18,-208.25,-151.07,122.39,-175.40,-40.70,205.98
15310,0.19,-0.18,0.13,-231.64,-170.61,134.28,-177.20,-38.09,203.77
15320,0.14,-0.18,0.04,-254.36,-204.64,147.57,-179.18,-34.53,201.38
15330,0.05,-0.20,-0.14,-276.65,-258.22,160.34,178.55,-29.72,198.82
