42392,0.04,-0.01,1.00,0.22,0.15,-0.01,-0.35,-2.03,186.42
42402,0.04,-0.01,1.00,0.15,0.03,-0.28,-0.36,-1.92,186.41
42412,0.04,-0.01,1.00,0.31,0.01,0.03,-0.46,-1.92,186.42
42422,0.04,-0.00,1.00,0.23,-0.07,-0.07,-0.35,-1.95,186.42
42432,0.04,-0.01,1.00,0.28,0.11,-0.04,-0.46,-1.93,186.42
42442,0.03,-0.01,1.00,0.30,0.17,0.05,-0.46,-1.81,186.42
42452,0.03,-0.01,1.00,0.22,0.05,0.03,-0.57,-1.79,186.43
42462,0.03,-0.01,1.00,0.10,0.15,0.05,-0.49,-1.86,186.43
42472,0.04,-0.01,1.00,0.17,0.04,-0.33,-0.45,-1.97,186.41
42482,0.04,-0.01,0.99,0.16,0.12,-0.41,-0.47,-2.08,186.40
42492,0.04,-0.01,1.00,0.22,0.29,-0.25,-0.54,-2.15,186.41
42502,0.04,-0.01,1.00,0.21,0.18,-0.28,-0.57,-2.04,186.40
42512,0.03,-0.01,0.99,0.26,0.04,-0.54,-0.46,-2.02,186.38
42522,0.03,-0.01,0.99,0.24,-0.01,-0.64,-0.57,-2.05,186.38
42532,0.04,-0.00,0.99,0.19,0.01,-0.41,-0.46,-2.08,186.38
42542,0.04,-0.00,0.99,0.24,0.29,-0.18,-0.46,-2.18,186.39
42552,0.04,-0.00,1.00,0.23,0.12,0.02,-0.37,-2.11,186.39
42562,0.04,-0.00,1.00,0.23,-0.00,-0.23,-0.47,-2.17,186.38
42572,0.03,-0.00,1.00,0.26,0.17,-0.08,-0.43,-2.05,186.39
42582,0.03,-0.01,1.00,0.21,0.17,-0.10,-0.50,-1.96,186.39
42592,0.03,-0.00,1.00,0.12,0.14,-0.31,-0.43,-2.04,186.37
42602,0.03,-0.01,1.00,0.04,0.09,-0.25,-0.48,-1.94,186.37
42612,0.03,-0.01,1.00,-0.01,0.04,-0.36,-0.50,-1.83,186.37
42622,0.03,-0.01,1.00,0.09,-0.03,-0.36,-0.55,-1.73,186.37
42632,0.03,-0.01,1.00,0.18,-0.18,-0.50,-0.55,-1.63,186.36
42642,0.03,-0.01,1.00,0.09,-0.23,-0.46,-0.46,-1.70,186.35
42652,0.03,-0.00,1.00,0.21,0.04,-0.17,-0.34,-1.65,186.36
42662,0.03,-0.01,1.00,0.25,0.08,-0.10,-0.45,-1.61,186.36
42672,0.03,-0.01,1.00,0.26,0.18,0.07,-0.55,-1.57,186.37
42682,0.03,-0.01,0.99,0.22,0.11,0.14,-0.65,-1.63,186.38
42692,0.03,-0.01,0.99,0.23,0.09,-0.22,-0.58,-1.72,186.36
42702,0.03,-0.01,1.00,0.27,0.27,-0.16,-0.49,-1.79,186.36
42712,0.03,-0.01,0.99,0.23,0.07,-0.28,-0.60,-1.79,186.35
42722,0.03,-0.01,1.00,0.24,0.03,-0.47,-0.52,-1.71,186.34
42732,0.03,-0.01,1.00,0.32,0.01,-0.29,-0.40,-1.73,186.34
42742,0.03,-0.01,1.00,0.22,0.19,0.06,-0.41,-1.61,186.36
42752,0.03,-0.01,1.00,0.32,0.25,-0.10,-0.38,-1.71,186.35
42762,0.03,-0.01,1.00,0.29,0.36,0.08,-0.37,-1.82,186.35
42772,0.03,-0.00,1.00,0.31,0.43,0.07,-0.25,-1.82,186.35
42782,0.03,-0.00,1.00,0.38,0.32,0.04,-0.34,-1.75,186.35
42792,0.04,-0.00,1.00,0.27,0.08,0.02,-0.30,-1.87,186.35
42802,0.03,-0.00,1.00,0.23,0.24,0.04,-0.38,-1.77,186.36
42812,0.03,-0.00,1.00,0.16,0.55,0.26,-0.26,-1.76,186.36
42822,0.03,-0.00,0.99,0.19,0.60,0.30,-0.17,-1.82,186.36
42832,0.03,-0.00,0.99,0.15,0.47,0.35,-0.10,-1.91,186.37
42842,0.03,-0.00,0.99,0.13,0.25,0.08,-0.19,-1.85,186.36
42852,0.03,-0.01,0.99,0.08,0.18,0.08,-0.31,-1.86,186.37
42862,0.03,-0.01,0.99,0.16,0.21,-0.06,-0.19,-1.86,186.36
42872,0.03,-0.01,0.99,0.14,0.23,0.04,-0.26,-1.94,186.36
42882,0.04,-0.01,0.99,0.24,0.05,-0.12,-0.35,-2.01,186.36
42892,0.04,-0.01,0.99,0.15,-0.01,-0.20,-0.30,-2.11,186.35
42902,0.03,-0.01,0.99,0.11,-0.09,-0.24,-0.34,-2.01,186.35
42912,0.03,-0.01,1.00,0.19,0.10,-0.10,-0.42,-1.92,186.36
42922,0.03,-0.00,0.99,0.20,0.22,-0.29,-0.30,-1.89,186.34
42932,0.03,-0.00,0.99,0.12,0.25,-0.34,-0.32,-1.78,186.34
42942,0.03,-0.00,0.99,0.18,0.47,-0.24,-0.25,-1.67,186.34
42952,0.03,-0.00,0.99,0.06,0.50,-0.40,-0.22,-1.55,186.33
42962,0.03,-0.00,0.99,0.12,0.72,-0.35,-0.32,-1.59,186.33
42972,0.03,-0.00,0.99,0.18,0.59,-0.31,-0.35,-1.70,186.33
42982,0.03,-0.01,0.99,0.22,0.60,-0.33,-0.40,-1.59,186.32
42992,0.03,-0.01,0.99,0.18,0.57,-0.49,-0.49,-1.65,186.31
43002,0.03,-0.01,1.00,0.04,0.37,-0.67,-0.60,-1.69,186.30
43012,0.03,-0.01,0.99,-0.04,0.56,-0.54,-0.65,-1.57,186.30
43022,0.03,-0.01,0.99,-0.15,0.39,-0.61,-0.55,-1.62,186.29
43032,0.03,-0.01,1.00,-0.07,0.32,-0.39,-0.50,-1.52,186.30
43042,0.03,-0.01,0.99,-0.12,0.23,-0.39,-0.61,-1.55,186.30
43052,0.02,-0.01,0.99,0.03,0.27,-0.46,-0.56,-1.43,186.29
43062,0.02,-0.01,0.99,0.08,0.41,-0.19,-0.66,-1.38,186.30
43072,0.03,-0.01,1.00,0.10,0.45,-0.08,-0.61,-1.47,186.30
43082,0.03,-0.01,1.00,0.12,0.57,-0.13,-0.58,-1.57,186.30
43092,0.03,-0.01,1.00,0.20,0.61,-0.11,-0.50,-1.65,186.29
43102,0.03,-0.01,1.00,0.21,0.54,-0.14,-0.47,-1.76,186.29
43112,0.03,-0.01,1.00,0.18,0.25,-0.09,-0.37,-1.71,186.29
43122,0.03,-0.01,1.00,0.22,0.25,-0.19,-0.27,-1.77,186.28
43132,0.03,-0.01,1.00,0.27,0.21,-0.21,-0.37,-1.82,186.28
43142,0.03,-0.01,0.99,0.34,-0.05,-0.32,-0.35,-1.94,186.27
43152,0.03,-0.01,1.00,0.43,0.31,-0.17,-0.32,-1.81,186.28
43162,0.03,-0.00,0.99,0.45,0.52,0.11,-0.21,-1.83,186.28
43172,0.03,-0.00,1.00,0.47,0.62,0.33,-0.23,-1.71,186.30
43182,0.03,-0.01,1.00,0.39,0.30,-0.14,-0.33,-1.67,186.28
43192,0.03,-0.01,0.99,0.26,0.16,-0.38,-0.44,-1.65,186.27
43202,0.03,-0.01,1.00,0.28,0.24,-0.21,-0.50,-1.74,186.28
43212,0.03,-0.01,0.99,0.26,0.25,-0.10,-0.60,-1.69,186.28
43222,0.03,-0.01,0.99,0.21,0.32,0.09,-0.49,-1.72,186.29
43232,0.03,-0.01,0.99,0.22,0.32,0.01,-0.61,-1.70,186.29
43242,0.03,-0.01,0.99,0.19,0.39,0.17,-0.65,-1.59,186.30
43252,0.03,-0.01,0.99,0.12,0.41,0.24,-0.54,-1.59,186.30
43262,0.03,-0.01,1.00,0.17,0.53,0.24,-0.42,-1.55,186.30
43272,0.03,-0.01,1.00,0.09,0.53,0.33,-0.51,-1.63,186.31
43282,0.03,-0.01,1.00,0.18,0.33,0.07,-0.43,-1.72,186.30
43292,0.03,-0.01,1.00,0.23,0.40,0.29,-0.37,-1.81,186.31
43302,0.03,-0.01,1.00,0.27,0.54,0.22,-0.35,-1.92,186.30
43312,0.04,-0.01,1.00,0.17,0.67,0.26,-0.34,-2.02,186.31
43322,0.03,-0.01,1.00,0.13,0.51,0.27,-0.40,-1.92,186.31
43332,0.03,-0.00,1.00,0.11,0.65,0.09,-0.30,-1.86,186.30
43342,0.03,-0.00,1.00,0.18,0.28,-0.22,-0.39,-1.81,186.29
43352,0.03,-0.00,1.00,0.12,0.14,-0.08,-0.37,-1.70,186.30
43362,0.03,-0.00,1.00,0.12,0.02,-0.31,-0.32,-1.61,186.28
43372,0.03,-0.00,1.00,0.11,0.21,-0.15,-0.29,-1.71,186.29
43382,0.03,-0.00,1.00,0.16,0.09,-0.23,-0.31,-1.82,186.28
43392,0.03,-0.00,1.00,0.36,0.09,-0.49,-0.19,-1.78,186.26
43402,0.03,-0.00,1.00,0.31,0.31,-0.43,-0.28,-1.70,186.26
43412,0.03,-0.01,1.00,0.29,0.38,-0.45,-0.38,-1.65,186.26
43422,0.03,-0.01,1.00,0.25,0.63,-0.23,-0.40,-1.74,186.27
43432,0.03,-0.01,0.99,0.28,0.31,-0.18,-0.37,-1.64,186.27
43442,0.03,-0.01,1.00,0.23,0.47,0.01,-0.44,-1.55,186.28
43452,0.03,-0.01,1.00,0.21,0.34,-0.06,-0.54,-1.60,186.28
43462,0.03,-0.01,1.00,0.32,0.49,-0.00,-0.58,-1.69,186.28
43472,0.03,-0.01,1.00,0.31,0.53,-0.15,-0.53,-1.79,186.27
43482,0.03,-0.01,1.00,0.25,0.52,-0.12,-0.42,-1.76,186.27
43492,0.03,-0.01,1.00,0.30,0.52,0.19,-0.44,-1.64,186.28
43502,0.03,-0.01,1.00,0.28,0.47,0.27,-0.44,-1.75,186.29
43512,0.03,-0.01,1.00,0.29,0.39,0.19,-0.49,-1.65,186.29
43522,0.03,-0.01,1.00,0.27,0.22,-0.14,-0.55,-1.75,186.28
43532,0.03,-0.01,1.00,0.30,0.47,-0.09,-0.61,-1.64,186.28
43542,0.03,-0.01,1.00,0.35,0.40,-0.17,-0.72,-1.61,186.28
43552,0.03,-0.01,1.00,0.28,0.58,-0.12,-0.62,-1.66,186.28
43562,0.03,-0.01,1.00,0.32,0.52,-0.16,-0.55,-1.56,186.27
43572,0.03,-0.01,1.00,0.32,0.36,-0.25,-0.55,-1.67,186.27
43582,0.03,-0.01,1.00,0.28,0.34,-0.25,-0.63,-1.76,186.27
43592,0.03,-0.01,1.00,0.25,0.43,-0.06,-0.74,-1.76,186.28
43602,0.03,-0.01,1.00,0.26,0.37,-0.12,-0.78,-1.87,186.27
43612,0.03,-0.01,1.00,0.21,0.30,-0.00,-0.67,-1.90,186.27
43622,0.03,-0.01,1.00,0.24,0.50,0.32,-0.59,-1.81,186.29
43632,0.03,-0.01,1.00,0.18,0.40,0.53,-0.68,-1.74,186.30
43642,0.03,-0.01,1.00,0.12,0.34,0.59,-0.69,-1.63,186.31
43652,0.03,-0.01,1.00,0.16,0.34,0.24,-0.57,-1.65,186.30
43662,0.03,-0.01,1.00,0.16,0.10,0.09,-0.49,-1.74,186.29
43672,0.03,-0.01,1.00,0.26,0.20,0.09,-0.55,-1.64,186.29
43682,0.03,-0.01,1.00,0.26,0.19,0.21,-0.58,-1.75,186.30
43692,0.03,-0.01,0.99,0.38,0.33,0.20,-0.69,-1.71,186.31
43702,0.03,-0.01,1.00,0.46,0.41,0.03,-0.78,-1.75,186.30
43712,0.03,-0.01,1.00,0.34,0.46,0.08,-0.69,-1.80,186.30
43722,0.03,-0.01,1.00,0.32,0.44,-0.06,-0.78,-1.74,186.30
43732,0.03,-0.01,1.00,0.28,0.32,-0.09,-0.70,-1.82,186.30
43742,0.03,-0.01,1.00,0.30,0.33,-0.08,-0.62,-1.74,186.29
43752,0.03,-0.01,1.00,0.29,0.29,-0.00,-0.50,-1.72,186.29
43762,0.03,-0.01,1.00,0.27,0.25,-0.17,-0.39,-1.69,186.28
43772,0.03,-0.01,1.00,0.25,0.28,-0.10,-0.32,-1.78,186.28
43782,0.03,-0.01,1.00,0.25,0.31,-0.12,-0.39,-1.69,186.28
43792,0.03,-0.01,1.00,0.16,0.33,-0.22,-0.37,-1.80,186.27
43802,0.03,-0.01,0.99,0.22,0.57,-0.11,-0.26,-1.79,186.27
43812,0.03,-0.01,1.00,0.20,0.48,-0.02,-0.32,-1.88,186.28
43822,0.03,-0.01,0.99,0.17,0.49,-0.11,-0.23,-1.94,186.27
43832,0.03,-0.01,1.00,0.25,0.59,-0.05,-0.31,-1.85,186.28
43842,0.03,-0.00,1.00,0.26,0.53,-0.05,-0.24,-1.94,186.27
43852,0.03,-0.00,1.00,0.22,0.51,-0.04,-0.23,-1.82,186.27
43862,0.03,-0.01,1.00,0.20,0.30,-0.19,-0.33,-1.77,186.27
43872,0.03,-0.00,1.00,0.20,0.34,-0.01,-0.22,-1.76,186.27
43882,0.03,-0.01,1.00,0.22,0.56,0.12,-0.33,-1.73,186.28
43892,0.03,-0.01,1.00,0.16,0.61,0.20,-0.41,-1.65,186.29
43902,0.03,-0.01,0.99,0.19,0.74,0.10,-0.41,-1.75,186.29
43912,0.03,-0.01,0.99,0.19,0.77,0.31,-0.49,-1.82,186.30
43922,0.03,-0.01,1.00,0.14,0.81,0.48,-0.58,-1.88,186.31
43932,0.03,-0.01,1.00,0.22,0.71,0.40,-0.69,-1.85,186.32
43942,0.03,-0.01,1.00,0.18,0.76,0.38,-0.66,-1.73,186.32
43952,0.03,-0.01,1.00,0.20,0.91,0.60,-0.55,-1.75,186.33
43962,0.03,-0.01,1.00,0.10,0.94,0.39,-0.44,-1.77,186.32
43972,0.03,-0.01,0.99,0.19,0.74,0.37,-0.44,-1.89,186.33
43982,0.03,-0.01,1.00,0.23,0.69,0.17,-0.47,-1.77,186.32
43992,0.03,-0.01,1.00,0.28,0.71,0.03,-0.58,-1.75,186.32
44002,0.03,-0.01,1.00,0.23,0.60,0.25,-0.48,-1.80,186.33
44012,0.03,-0.01,1.00,0.25,0.57,0.23,-0.39,-1.88,186.33
44022,0.04,-0.01,1.00,0.26,0.63,0.40,-0.34,-1.97,186.34
44032,0.04,-0.01,1.00,0.31,0.59,0.36,-0.44,-2.03,186.34
44042,0.04,-0.01,1.00,0.23,0.64,0.40,-0.53,-1.95,186.35
44052,0.03,-0.01,1.00,0.22,0.65,0.50,-0.42,-1.90,186.36
44062,0.03,-0.01,1.00,0.19,0.65,0.43,-0.31,-1.92,186.35
44072,0.04,-0.01,0.99,0.24,0.64,0.44,-0.33,-2.02,186.36
44082,0.04,-0.01,0.99,0.29,0.55,0.28,-0.34,-2.13,186.36
44092,0.04,-0.01,0.99,0.30,0.66,0.66,-0.45,-2.10,186.38
44102,0.04,-0.01,0.99,0.24,0.80,0.55,-0.56,-2.06,186.39
44112,0.04,-0.01,0.99,0.35,0.74,0.30,-0.47,-2.13,186.38
44122,0.04,-0.01,0.99,0.33,0.55,0.14,-0.49,-2.02,186.37
44132,0.04,-0.01,0.99,0.26,0.34,-0.08,-0.50,-2.14,186.36
44142,0.04,-0.01,0.99,0.21,0.47,-0.02,-0.41,-2.06,186.36
44152,0.04,-0.01,0.99,0.17,0.13,-0.03,-0.31,-2.01,186.36
44162,0.04,-0.00,0.99,0.39,0.19,0.10,-0.20,-2.06,186.36
44172,0.04,-0.00,0.99,0.31,0.18,0.01,-0.10,-2.01,186.35
44182,0.04,-0.00,1.00,0.26,0.25,0.13,-0.19,-1.95,186.36
44192,0.03,-0.01,1.00,0.19,0.12,0.04,-0.30,-1.89,186.36
44202,0.03,-0.01,1.00,0.22,0.18,0.13,-0.20,-1.82,186.36
44212,0.03,-0.00,1.00,0.29,0.12,0.13,-0.13,-1.92,186.36
44222,0.03,-0.00,1.00,0.39,0.31,0.18,-0.02,-1.94,186.36
44232,0.03,-0.00,1.00,0.43,0.48,0.15,-0.02,-2.04,186.36
44242,0.03,-0.00,1.00,0.43,0.50,-0.11,0.09,-1.99,186.35
44252,0.04,-0.00,1.00,0.38,0.42,-0.08,0.05,-2.10,186.35
44262,0.04,-0.00,1.00,0.28,0.34,-0.06,-0.06,-2.07,186.36
44272,0.03,-0.00,0.99,0.32,0.34,0.03,-0.16,-2.02,186.36
44282,0.03,-0.00,0.99,0.34,0.19,-0.00,-0.22,-1.93,186.36
44292,0.03,-0.00,0.99,0.24,0.40,0.03,-0.19,-1.81,186.36
